Ministerstwo Sprawiedliwości
Departament Zawodów Prawniczych 

EGZAMIN WSTĘPNY 
DLA KANDYDATÓW NA APLIKANTÓW 
KOMORNICZYCH
24 WRZEŚNIA 2022 R.
ZESTAW PYTAŃ TESTOWYCH
  Pouczenie:

 1.	Zestaw pytań testowych i kartę odpowiedzi oznacza się indywidualnym kodem. Wylosowany numer kodu kandydat wpisuje w prawym górnym rogu na pierwszej stronie zestawu pytań testowych i na każdej stronie karty odpowiedzi. Nie jest dopuszczalne w żadnym miejscu zestawu pytań testowych i karty odpowiedzi wpisanie imienia i nazwiska ani też podpisanie się własnym imieniem i nazwiskiem. 
A.	prowadzenie rejestru osób fizycznych, wobec których umorzono postępowanie egzekucyjne ze względu na fakt, że z egzekucji nie uzyska się sumy wyższej od kosztów egzekucyjnych,
B.	ewidencjonowanie przedsiębiorców będących osobami fizycznymi,
C.	umożliwienie wglądu do danych bezpłatnie udostępnianych przez Centralną Informację Krajowego Rejestru Sądowego.

80.	Zgodnie z ustawą o Centralnej Ewidencji i Informacji o Działalności Gospodarczej i Punkcie Informacji dla Przedsiębiorcy, gdy wpis w Centralnej Ewidencji i Informacji o Działalności Gospodarczej (CEIDG) został dokonany z naruszeniem prawa:
A.	przedsiębiorca podlega wykreśleniu z CEIDG z urzędu, w drodze decyzji administracyjnej ministra właściwego do spraw gospodarki,
B.	o wykreśleniu wpisu z CEIDG orzeka właściwy sąd rejonowy,
C.	przedsiębiorca może podlegać wykreśleniu z CEIDG na wniosek właściwego organu gminy na podstawie postanowienia sądu okręgowego.

81.	Zgodnie z ustawą – Prawo upadłościowe, nie można ogłosić upadłości:
A.	osoby fizycznej prowadzącej działalność gospodarczą,
B.	jednostek samorządu terytorialnego,
C.	wspólników spółki partnerskiej. 

82.	Zgodnie z ustawą – Prawo upadłościowe, sądem upadłościowym właściwym do rozpoznania wniosku o ogłoszenie upadłości w pierwszej instancji jest:
A.	sąd rejonowy – sąd gospodarczy,
B.	sąd okręgowy – sąd gospodarczy,
C.	sąd rejonowy – wydział cywilny. 

83.	Zgodnie z ustawą – Prawo upadłościowe, ogłoszenie upadłości:
A.	nie ma wpływu na zdolność prawną oraz zdolność do czynności prawnych upadłego,
B.	pozbawia upadłego wyłącznie zdolności prawnej,
C.	pozbawia upadłego wyłącznie zdolności do czynności prawnych.

84.	Zgodnie z ustawą – Prawo upadłościowe, w postępowaniu upadłościowym orzeczenia zapadają w formie:
A.	postanowień,
B.	wyroków,
C.	uchwał.

85.	Zgodnie z ustawą – Prawo restrukturyzacyjne, układ przyjęty przez zgromadzenie wierzycieli zatwierdza:
A.	sąd restrukturyzacyjny,
B.	syndyk,
C.	nadzorca. 

86.	Zgodnie z ustawą – Prawo restrukturyzacyjne, z dniem otwarcia postępowania sanacyjnego mienie służące prowadzeniu przedsiębiorstwa oraz mienie należące do dłużnika stają się:
A.	masą upadłości,
B.	masą sanacyjną,
C.	masą układową.

87.	Zgodnie z Kodeksem spółek handlowych, jeżeli umowa spółki jawnej nie stanowi inaczej, czynność nagłą, której zaniechanie mogłoby wyrządzić spółce jawnej poważną szkodę, może bez uchwały wspólników wykonać:
A.	wspólnik mający prawo prowadzenia spraw spółki,
B.	wspólnik wyłączony od prowadzenia spraw spółki,
C.	każdy wspólnik.

88.	Zgodnie z Kodeksem spółek handlowych, partnerami w spółce partnerskiej mogą być osoby uprawnione do wykonywania – między innymi – zawodu:
A.	referendarza sądowego,
B.	komornika sądowego,
C.	doradcy podatkowego.

89.	Zgodnie z Kodeksem spółek handlowych, spółka osobowa mająca na celu prowadzenie przedsiębiorstwa pod własną firmą, w której wobec wierzycieli za zobowiązania spółki co najmniej jeden wspólnik odpowiada bez ograniczenia (komplementariusz), a odpowiedzialność co najmniej jednego wspólnika (komandytariusza) jest ograniczona to:
A.	spółka komandytowa,
B.	spółka komandytowo-akcyjna,
C.	spółka partnerska.
90.	Zgodnie z Kodeksem spółek handlowych, nazwisko albo firma (nazwa) akcjonariusza nie może być zamieszczane w firmie spółki komandytowo-akcyjnej; w przypadku zamieszczenia nazwiska albo firmy (nazwy) akcjonariusza w firmie tej spółki akcjonariusz ten:
A.	odpowiada wobec osób trzecich tak jak komandytariusz,
B.	odpowiada wobec osób trzecich tak jak komplementariusz,
C.	nie odpowiada wobec osób trzecich.

91.	Zgodnie z Kodeksem spółek handlowych, rada nadzorcza lub komisja rewizyjna powinna być ustanowiona w spółkach z ograniczoną odpowiedzialnością, w których: 
A.	kapitał zakładowy przewyższa kwotę 500 000 złotych, a wspólników jest więcej niż dwudziestu pięciu, 
B.	kapitał zakładowy przewyższa kwotę 250 000 złotych, a wspólników jest więcej niż dziesięciu,
C.	kapitał zakładowy przewyższa kwotę 50 000 złotych, a wspólników jest więcej niż pięciu.

92.	Zgodnie z Kodeksem pracy, normy pracy, stanowiące miernik nakładu pracy, jej wydajności i jakości, mogą być stosowane, jeżeli jest to uzasadnione rodzajem pracy; o zmianie normy pracy pracownicy powinni być zawiadomieni co najmniej na:
A.	3 dni przed wprowadzeniem nowej normy,
B.	tydzień przed wprowadzeniem nowej normy,
C.	2 tygodnie przed wprowadzeniem nowej normy.

93.	Zgodnie z Kodeksem pracy, jeżeli ustalony dzień wypłaty wynagrodzenia za pracę jest dniem wolnym od pracy, wynagrodzenie wypłaca się:
A.	w dniu następnym,
B.	w dniu poprzedzającym,
C.	w następnym dniu roboczym.


94.	Zgodnie z Kodeksem pracy, jeżeli dobowy wymiar czasu pracy pracownika wynosi co najmniej 6 godzin, pracownik ma prawo do przerwy w pracy trwającej:
A.	co najmniej 15 minut, wliczanej do czasu pracy,
B.	co najmniej 15 minut, niewliczanej do czasu pracy,
C.	co najmniej 30 minut, niewliczanej do czasu pracy.

95.	Zgodnie z Kodeksem pracy, do okresu pracy, od którego zależy wymiar urlopu wypoczynkowego, wlicza się z tytułu ukończenia szkoły policealnej:
A.	4 lata,
B.	5 lat,
C.	6 lat.

96.	Zgodnie z ustawą o systemie ubezpieczeń społecznych, składki na ubezpieczenia emerytalne i rentowe bezrobotnych finansują:
A.	w równych częściach organ ubezpieczeń społecznych i ubezpieczeni z własnych środków,
B.	w całości ubezpieczeni z własnych środków,
C.	w całości powiatowe urzędy pracy z Funduszu Pracy.

97.	Zgodnie z Kodeksem rodzinnym i opiekuńczym, powinowaci w linii prostej:
A.	mogą bez ograniczeń zawierać ze sobą małżeństwo,
B.	nigdy nie mogą zawrzeć ze sobą małżeństwa,
C.	nie mogą zawrzeć ze sobą małżeństwa, jednakże z ważnych powodów sąd może zezwolić na zawarcie małżeństwa między nimi.

98.	Zgodnie z Kodeksem rodzinnym i opiekuńczym, w przypadku małżonków pozostających w ustawowej wspólności majątkowej, do majątku osobistego każdego z małżonków należą między innymi:
A.	pobrane wynagrodzenie za pracę,
B.	prawa autorskie i prawa pokrewne,
C.	środki zgromadzone na rachunku otwartego lub pracowniczego funduszu emerytalnego każdego z małżonków.

99.	Zgodnie z Kodeksem rodzinnym i opiekuńczym, nazwisko dziecka utworzone przez połączenie nazwiska matki z nazwiskiem ojca dziecka albo przez połączenie nazwiska jednego z rodziców z nazwiskiem jego małżonka, od którego dziecko nie pochodzi:
A.	nie może składać się z więcej niż dwóch członów,
B.	nie może składać się z więcej niż trzech członów,
C.	jest nieograniczone liczbą członów.

100.	Zgodnie z Kodeksem rodzinnym i opiekuńczym, opiekun może żądać od pozostającego pod opieką zwrotu nakładów i wydatków związanych ze sprawowaniem opieki; do roszczeń z tego tytułu stosuje się odpowiednio przepisy o:
A.	umowie o dzieło,
B.	zleceniu,
C.	prowadzeniu cudzych spraw bez zlecenia.

101.	Zgodnie z Kodeksem rodzinnym i opiekuńczym, w razie zwolnienia opiekuna, opiekun obowiązany jest złożyć rachunek końcowy z zarządu majątkiem, o ile sąd opiekuńczy nie zwolnił go od tego obowiązku, w ciągu:
A.	trzech miesięcy,
B.	sześciu miesięcy,
C.	dziewięciu miesięcy.

102. 	Zgodnie z ustawą o fundacjach, oświadczenie woli o ustanowieniu fundacji, innej niż ustanowiona w testamencie, powinno być złożone w formie:
A. 	pisemnej z podpisami notarialnie poświadczonymi,
B. 	aktu notarialnego,
C. 	pisemnej z datą pewną.

103.	Zgodnie z ustawą o samorządzie gminnym, rada gminy obraduje na sesjach zwoływanych przez przewodniczącego w miarę potrzeby, nie rzadziej jednak niż:
A.	raz na kwartał,
B.	raz na dwa kwartały,
C.	raz na trzy kwartały.

104. 	Zgodnie z ustawą o samorządzie powiatowym, rada powiatu wybiera starostę:
A.	zwykłą większością głosów ustawowego składu rady, w głosowaniu jawnym,
B.	bezwzględną większością głosów ustawowego składu rady, w głosowaniu tajnym,
C.	zwykłą większością głosów ustawowego składu rady, w głosowaniu tajnym.

105.	Zgodnie z ustawą o samorządzie województwa, grupa mieszkańców województwa, posiadających czynne prawa wyborcze do organu stanowiącego, może wystąpić z obywatelską inicjatywą uchwałodawczą; grupa ta musi liczyć co najmniej:
A.	100 osób,
B.	500 osób,
C.	1000 osób.

106. 	Zgodnie z ustawą o wojewodzie i administracji rządowej w województwie, wicewojewodę powołuje i odwołuje:
A.	Marszałek Sejmu na wniosek Prezesa Rady Ministrów,
B.	Prezes Rady Ministrów na wniosek wojewody,
C.	Sejm na wniosek Prezesa Rady Ministrów.

107. 	Zgodnie z ustawą o ewidencji ludności, obywatel polski przebywający na terytorium Rzeczypospolitej Polskiej jest obowiązany zameldować się w miejscu pobytu stałego lub czasowego najpóźniej w 30 dniu, licząc od dnia przybycia do tego miejsca; równocześnie można mieć jedno miejsce pobytu stałego i:
A.	trzy miejsca pobytu czasowego,
B.	dwa miejsca pobytu czasowego,
C.	jedno miejsce pobytu czasowego.

108.	Zgodnie z ustawą o pomocy osobom uprawnionym do alimentów, osoba, która pobrała nienależnie świadczenia z funduszu alimentacyjnego, jest obowiązana do ich zwrotu; od kwot nienależnie pobranego świadczenia, w  przypadku świadomego wprowadzenia w błąd przez osobę pobierającą to świadczenie:
A.	nie nalicza się odsetek,
B.	naliczane są odsetki umowne,
C.	naliczane są odsetki ustawowe za opóźnienie. 

109. 	Zgodnie z Kodeksem postępowania administracyjnego, organami naczelnymi w rozumieniu tego kodeksu w stosunku do organów organizacji społecznych są:
A. 	wojewodowie,
B. 	samorządowe kolegia odwoławcze,
C. 	naczelne organy tych organizacji, a w razie braku takiego organu – Prezes Rady Ministrów lub właściwi ministrowie sprawujący zwierzchni nadzór nad ich działalnością.

110. 	Zgodnie z Kodeksem postępowania administracyjnego, jeżeli strona ustanowiła kilku pełnomocników, doręcza się pisma:
A. 	wszystkim ustanowionym pełnomocnikom,
B. 	tylko jednemu pełnomocnikowi,
C. 	tylko dwóm pełnomocnikom. 

111. 	Zgodnie z Kodeksem postępowania administracyjnego, świadkami nie mogą być:
A. 	osoby skazane prawomocnym wyrokiem za składanie fałszywych zeznań,
B. 	osoby mające ograniczoną zdolność do czynności prawnych,
C. 	duchowni co do faktów objętych tajemnicą spowiedzi.

112. 	Zgodnie z Kodeksem postępowania administracyjnego, organ administracji publicznej zawiesza postępowanie:
A. 	w razie śmierci pełnomocnika strony,
B. 	w przypadku, gdy wobec strony toczy się postępowanie karne,
C. 	gdy rozpatrzenie sprawy i wydanie decyzji zależy od uprzedniego rozstrzygnięcia zagadnienia wstępnego przez inny organ lub sąd. 








113. 	Zgodnie z Kodeksem postępowania administracyjnego, w sprawie, w której toczy się postępowanie administracyjne, strony mogą zawrzeć ugodę, jeżeli charakter sprawy na to pozwala i nie sprzeciwiają się temu przepisy szczególne; ugoda może być zawarta:
A. 	wyłącznie przed organem administracji publicznej, przed którym toczy się postępowanie w pierwszej instancji, 
B. 	przed organem administracji publicznej, przed którym toczy się postępowanie w pierwszej instancji lub postępowanie odwoławcze, do czasu wydania przez organ decyzji w sprawie,
C. 	przed organem administracji publicznej, przed którym toczy się postępowanie w pierwszej instancji lub postępowanie odwoławcze, nawet już po wydaniu przez ten organ decyzji kończącej sprawę.

114. 	Zgodnie z Kodeksem postępowania administracyjnego, nadzór i kontrolę nad przyjmowaniem i załatwianiem skarg i wniosków, gdy chodzi o skargi załatwiane przez organy jednostek samorządu terytorialnego oraz samorządowe jednostki organizacyjne, sprawują:
A. 	Prezes Rady Ministrów i wojewodowie,
B. 	samorządowe kolegia odwoławcze,
C. 	regionalne izby obrachunkowe.

115. 	Zgodnie z ustawą o postępowaniu egzekucyjnym w administracji, w sprawie zagrożenia ujawnieniem w Rejestrze Należności Publicznoprawnych, gdy zobowiązany kwestionuje istnienie lub wysokość należności pieniężnej lub odsetek z tytułu niezapłacenia jej w terminie, zobowiązanemu przysługuje prawo wniesienia:
A.	odwołania,
B.	sprzeciwu,
C.	apelacji.




116. 	Zgodnie z ustawą o postępowaniu egzekucyjnym w administracji, zobowiązanemu przysługuje prawo wniesienia do wierzyciela, za pośrednictwem organu egzekucyjnego, zarzutu w sprawie egzekucji administracyjnej; jeżeli zarzut jest albo był przedmiotem rozpatrzenia w odrębnym postępowaniu podatkowym, administracyjnym lub sądowym wierzyciel wydaje postanowienie, w którym:
A.	oddala zarzut w sprawie egzekucji administracyjnej,
B.	pozostawia bez rozpoznania zarzut w sprawie egzekucji administracyjnej,
C.	stwierdza niedopuszczalność zarzutu w sprawie egzekucji administracyjnej.

117. 	Zgodnie z ustawą o postępowaniu egzekucyjnym w administracji, postępowanie egzekucyjne umarza się w całości albo w części w przypadku, gdy postępowanie egzekucyjne zawieszone na żądanie wierzyciela nie zostało podjęte przed upływem:
A.	3 miesięcy od dnia zgłoszenia tego żądania,
B.	6 miesięcy od dnia zgłoszenia tego żądania,
C.	12 miesięcy od dnia zgłoszenia tego żądania.

118. 	Zgodnie z ustawą o postępowaniu egzekucyjnym w administracji, organ egzekucyjny pobiera opłatę manipulacyjną za wszczęcie postępowania egzekucyjnego dotyczącego należności pieniężnej; w przypadku ponownego wszczęcia postępowania egzekucyjnego:
A.	obowiązek zapłaty opłaty manipulacyjnej nie powstaje,
B.	opłata manipulacyjna wynosi 200 złotych,
C.	opłata manipulacyjna wynosi 1 000 złotych.

119. 	Zgodnie z ustawą o finansach publicznych, wykonywaniem budżetu państwa kieruje:
A. 	Rada Ministrów,
B. 	Prezydent Rzeczypospolitej Polskiej,
C. 	Sejm. 



120. 	Zgodnie z ustawą – Ordynacja podatkowa, jeżeli decyzja została wydana z zastrzeżeniem dopełnienia przez stronę określonego warunku, a strona nie dopełniła tego warunku, organ podatkowy, który wydał decyzję:
A. 	stwierdza jej bezskuteczność,
B. 	uchyla ją,
C. 	stwierdza jej wygaśnięcie. 

121.	Zgodnie z Traktatem o funkcjonowaniu Unii Europejskiej, Unia Europejska ma wyłączne kompetencje – między innymi – w następujących dziedzinach:
A.	unia celna i wspólna polityka handlowa,
B.	rynek wewnętrzny i transport,
C.	energia i sieci transeuropejskie.

122.	Zgodnie z Traktatem o Unii Europejskiej, członkowie Parlamentu Europejskiego są wybierani:
A.	na czteroletnią kadencję,
B.	na pięcioletnią kadencję,
C.	na sześcioletnią kadencję. 

123.	Zgodnie z ustawą – Prawo prywatne międzynarodowe, do kurateli dla osoby prawnej stosuje się:
A.	prawo państwa, któremu osoba ta podlega,
B.	zawsze prawo polskie,
C.	prawo wybrane przez tę osobę prawną.

124. 	Zgodnie z ustawą o Sądzie Najwyższym, minister właściwy do spraw finansów publicznych włącza do projektu budżetu państwa projekt dochodów i wydatków Sądu Najwyższego, w brzmieniu uchwalonym przez:
A. 	Kolegium Sądu Najwyższego,
B. 	Zgromadzenie Ogólne Sędziów Sądu Najwyższego,
C. 	Pierwszego Prezesa Sądu Najwyższego.


125. 	Zgodnie z ustawą o Sądzie Najwyższym, samorząd sędziów Sądu Najwyższego stanowią:
A. 	wszyscy sędziowie Sądu Najwyższego w stanie czynnym; w skład samorządu nie wchodzą sędziowie delegowani do pełnienia czynności sędziowskich w Sądzie Najwyższym, 
B. 	sędziowie Sądu Najwyższego w stanie czynnym oraz sędziowie Sądu Najwyższego w stanie spoczynku,
C. 	sędziowie Sądu Najwyższego w stanie czynnym łącznie z sędziami delegowanymi do pełnienia czynności sędziowskich w Sądzie Najwyższym. 

126. 	Zgodnie z ustawą – Prawo o ustroju sądów powszechnych, zwierzchnikiem służbowym dyrektora sądu w sądzie rejonowym jest:
A. 	prezes przełożonego sądu okręgowego lub apelacyjnego,
B. 	dyrektor przełożonego sądu okręgowego lub apelacyjnego,
C. 	Minister Sprawiedliwości.

127. 	Zgodnie z ustawą – Prawo o ustroju sądów powszechnych, prezes sądu apelacyjnego oraz prezes sądu okręgowego są powoływani na okres:
A. 	trzech lat,
B. 	sześciu lat,
C. 	dziewięciu lat.

128. 	Zgodnie z ustawą – Prawo o ustroju sądów administracyjnych, sądem dyscyplinarnym w sprawach dyscyplinarnych sędziów sądów administracyjnych jest:
A. 	Sąd Najwyższy,
B. 	Naczelny Sąd Administracyjny,
C. 	Krajowa Rada Sądownictwa. 

129. 	Zgodnie z ustawą – Prawo o ustroju sądów administracyjnych, regulamin określający szczegółowo tryb wewnętrznego urzędowania wojewódzkich sądów administracyjnych ustala w drodze rozporządzenia:
A. 	Prezydent Rzeczypospolitej Polskiej,
B. 	Minister Sprawiedliwości,
C. 	Rada Ministrów.
130.	Zgodnie z ustawą o komornikach sądowych, komornik sądowy sprawuje urzędowy nadzór nad dobrowolnymi publicznymi licytacjami, z przybiciem najniższej lub najwyższej oferty:
A.	wyłącznie na zlecenie prezesa sądu rejonowego, przy którym komornik działa,
B.	na zlecenie licytanta,
C.	na wniosek organizatora licytacji.

131.	Zgodnie z ustawą o komornikach sądowych, stosunek podległości służbowej komornika sądowego wobec prezesa właściwego sądu rejonowego nawiązuje się z dniem:
A.	złożenia ślubowania przez komornika sądowego,
B.	zawiadomienia o tym, że decyzja o powołaniu na stanowisko komornika sądowego jest ostateczna,
C.	utworzenia albo objęcia kancelarii.

132.	Zgodnie z ustawą o komornikach sądowych, jeżeli komornik sądowy utracił obywatelstwo polskie:
A.	powołanie na stanowisko komornika sądowego wygasa z mocy prawa,
B.	Minister Sprawiedliwości z urzędu odwołuje, w drodze decyzji, komornika sądowego z zajmowanego stanowiska,
C.	Minister Sprawiedliwości może odwołać, w drodze decyzji, komornika sądowego z zajmowanego stanowiska.

133.	Zgodnie z ustawą o komornikach sądowych, komornik sądowy jest obowiązany do złożenia oświadczenia o swoim stanie majątkowym; oświadczenie majątkowe komornik sądowy składa w 2 egzemplarzach:
A.	Ministrowi Sprawiedliwości,
B.	prezesowi właściwego sądu apelacyjnego,
C.	prezesowi właściwego sądu okręgowego i Krajowej Radzie Komorniczej.




134.	Zgodnie z ustawą o komornikach sądowych, asesor komorniczy nie może posiadać w spółce prawa handlowego:
A.	żadnych akcji lub udziałów,
B.	więcej niż 5% akcji lub udziałów przedstawiających więcej niż 5% kapitału zakładowego,
C.	więcej niż 10% akcji lub udziałów przedstawiających więcej niż 10% kapitału zakładowego.

135.	Zgodnie z ustawą o komornikach sądowych, komornicy sądowi opłacają, na potrzeby organów samorządu komorniczego, składki miesięczne, których procentową wysokość ustala corocznie walne zgromadzenie izby komorniczej; komornicy sądowi w pierwszym roku działalności indywidualnej kancelarii komorniczej uiszczają składkę miesięczną w wysokości nie większej niż:
A.	100 złotych,
B.	200 złotych,
C.	400 złotych.

136.	Zgodnie z ustawą o komornikach sądowych, w przypadku odwołania komornika sądowego z zajmowanego stanowiska, zastępcę komornika sądowego wyznacza, w drodze zarządzenia, prezes właściwego sądu apelacyjnego na wniosek rady właściwej izby komorniczej; w takim przypadku zastępcą komornika sądowego może być:
A.	asesor komorniczy zatrudniony w kancelarii odwołanego komornika sądowego, który przepracował na stanowisku asesora co najmniej dwa lata,
B.	asesor komorniczy zatrudniony w kancelarii odwołanego komornika sądowego, który przepracował w tej kancelarii na stanowisku asesora co najmniej dwa lata,
C.	wyłącznie inny komornik sądowy.

137. 	Zgodnie z ustawą o komornikach sądowych, uchwałę w sprawie wpisu na listę aplikantów komorniczych, w terminie 30 dni od dnia złożenia wniosku o wpis, podejmuje:
A.	kolegium właściwego sądu apelacyjnego,
B.	rada właściwej izby komorniczej,
C.	walne zgromadzenie właściwej izby komorniczej.
138. 	Zgodnie z ustawą o komornikach sądowych, komornikowi sądowemu za pełnioną służbę przysługuje:
A.	opłata egzekucyjna,
B.	wynagrodzenie za pracę ustalane przez prezesa właściwego sądu rejonowego,
C.	wynagrodzenie prowizyjne, proporcjonalne do wysokości uzyskanych opłat egzekucyjnych.

139.	Zgodnie z ustawą o komornikach sądowych, w ramach nadzoru judykacyjnego komornik sądowy przy wykonywaniu czynności podlega orzeczeniom sądu; w  przypadku stwierdzenia oczywistego naruszenia prawa przez komornika sądowego sąd sygnalizuje ten fakt:
A.	Ministrowi Sprawiedliwości i Krajowej Radzie Komorniczej,
B.	prezesowi właściwego sądu okręgowego,
C.	prezesowi właściwego sądu rejonowego.

140. 	Zgodnie z ustawą o komornikach sądowych, osobowość prawną posiadają:
A.	Krajowa Rada Komornicza i izby komornicze,
B.	Krajowa Rada Komornicza i rady izb komorniczych,
C.	rady izb komorniczych i izby komornicze.
`
141.	Zgodnie z ustawą o komornikach sądowych, wyznaczanie komorników wizytatorów działających przy poszczególnych izbach komorniczych należy do zakresu działania:
A.	Ministra Sprawiedliwości,
B.	Krajowej Rady Komorniczej,
C.	rady właściwej izby komorniczej.

142. 	Zgodnie z ustawą o komornikach sądowych, działalność finansową Krajowej Rady Komorniczej kontroluje:
A.	Prezes Krajowej Rady Komorniczej,
B.	komisja dyscyplinarna,
C.	Krajowa Komisja Rewizyjna.

143.	Zgodnie z ustawą o komornikach sądowych, członkostwo asesora komorniczego we właściwej izbie komorniczej powstaje z dniem:
A.	złożenia ślubowania przez asesora komorniczego,
B.	uzyskania pozytywnego wyniku z egzaminu komorniczego,
C.	podjęcia uchwały w przedmiocie członkostwa przez radę właściwej izby komorniczej.

144.	Zgodnie z ustawą o komornikach sądowych, karą dyscyplinarną jest – między innymi – kara zawieszenia komornika sądowego w czynnościach na okres:
A.	od 3 miesięcy do 4 lat,
B.	od 6 miesięcy do 5 lat,
C.	od 6 miesięcy do 3 lat.

145.	Zgodnie z ustawą o komornikach sądowych, sprawy dyscyplinarne w pierwszej instancji rozpoznaje:
A.	rzecznik dyscyplinarny,
B.	komisja dyscyplinarna,
C.	Krajowa Rada Komornicza.

146.	Zgodnie z ustawą o komornikach sądowych, koszty postępowania dyscyplinarnego ponosi obwiniony w przypadku ukarania, a w pozostałych przypadkach:
A.	Minister Sprawiedliwości,
B.	Krajowa Rada Komornicza,
C.	Prezes Krajowej Rady Komorniczej.

147.	Zgodnie z ustawą o kosztach komorniczych, komornikowi sądowemu przysługuje zwrot zryczałtowanych kosztów dojazdu w granicach miejscowości będącej siedzibą kancelarii komornika, jeżeli odległość między siedzibą kancelarii komornika a miejscem czynności przekracza 10 km, w wysokości:
A.	20 złotych,
B.	50 złotych,
C.	60 złotych.

148.	Zgodnie z ustawą o kosztach komorniczych, komornik sądowy wybrany przez wierzyciela, który przekazał sprawę innemu komornikowi sądowemu, zwraca wierzycielowi niewykorzystaną zaliczkę albo jej część w terminie:
A.	4 dni od dnia wydania postanowienia o przekazaniu sprawy,
B.	7 dni od dnia wydania postanowienia o przekazaniu sprawy,
C.	7 dni od dnia uprawomocnienia się postanowienia o przekazaniu sprawy.

149.	Zgodnie z ustawą o kosztach komorniczych, podstawę obliczenia opłaty stosunkowej stanowi wartość świadczenia; wartość świadczenia:
A.	zaokrągla się w górę do pełnych 10 złotych,
B.	zaokrągla się w górę do pełnego złotego,
C.	nie podlega zaokrągleniu.

150.	Zgodnie z ustawą o kosztach komorniczych, opłata stała za udział w usunięciu oporu dłużnika oraz wykonanie polecenia sądu w sprawie osadzenia dłużnika w areszcie wynosi:
A.	400 złotych,
B.	1000 złotych,
C.	1500 złotych.


